method,volume_id,page_id,start,end,entity,entity_type
stanford,uc1.32106011563233,40,649,660,Fort Gibbon,LOCATION
stanford,uc1.32106011563233,40,681,690,Uncle Sam,ORGANIZATION
stanford,uc1.32106011563233,40,850,861,Naaholooyah,ORGANIZATION
booknlp,uc1.32106011563233,40,15,18,Hoh,PER
booknlp,uc1.32106011563233,40,20,23,Hoh,PER
booknlp,uc1.32106011563233,40,25,43,that funny Grandpa,PER
booknlp,uc1.32106011563233,40,46,54,Lidwynne,PER
booknlp,uc1.32106011563233,40,75,82,Grandpa,PER
booknlp,uc1.32106011563233,40,400,405,Mamma,PER
booknlp,uc1.32106011563233,40,595,600,Daddy,PER
booknlp,uc1.32106011563233,40,617,626,Uncle Sam,PER
booknlp,uc1.32106011563233,40,649,660,Fort Gibbon,GPE
booknlp,uc1.32106011563233,40,730,738,Lidwynne,PER
booknlp,uc1.32106011563233,40,850,861,Naaholooyah,PER
roberta,uc1.32106011563233,40,36,43,Grandpa,PER
roberta,uc1.32106011563233,40,46,54,Lidwynne,PER
roberta,uc1.32106011563233,40,400,405,Mamma,PER
roberta,uc1.32106011563233,40,595,600,Daddy,PER
roberta,uc1.32106011563233,40,617,626,Uncle Sam,PER
roberta,uc1.32106011563233,40,649,660,Fort Gibbon,LOC
roberta,uc1.32106011563233,40,850,861,Naaholooyah,PER
spacy-trf,uc1.32106011563233,40,36,43,Grandpa,PERSON
spacy-trf,uc1.32106011563233,40,46,54,Lidwynne,PERSON
spacy-trf,uc1.32106011563233,40,75,82,Grandpa,PERSON
spacy-trf,uc1.32106011563233,40,400,405,Mamma,PERSON
spacy-trf,uc1.32106011563233,40,595,600,Daddy,PERSON
spacy-trf,uc1.32106011563233,40,623,626,Sam,PERSON
spacy-trf,uc1.32106011563233,40,649,660,Fort Gibbon,FAC
spacy-trf,uc1.32106011563233,40,687,690,Sam,PERSON
spacy-trf,uc1.32106011563233,40,724,727,Sam,PERSON
spacy-trf,uc1.32106011563233,40,730,738,Lidwynne,PERSON
spacy-trf,uc1.32106011563233,40,850,861,Naaholooyah,PERSON
stanford,uc1.32106011563233,46,24,29,Doyon,LOCATION
stanford,uc1.32106011563233,46,39,43,Clem,PERSON
stanford,uc1.32106011563233,46,119,126,Phoenix,LOCATION
stanford,uc1.32106011563233,46,128,135,Arizona,LOCATION
stanford,uc1.32106011563233,46,235,244,Air Force,ORGANIZATION
stanford,uc1.32106011563233,46,271,276,Morse,PERSON
stanford,uc1.32106011563233,46,333,344,Nova Scotia,LOCATION
stanford,uc1.32106011563233,46,557,564,Hoptown,LOCATION
stanford,uc1.32106011563233,46,566,576,California,LOCATION
booknlp,uc1.32106011563233,46,24,29,Doyon,PER
booknlp,uc1.32106011563233,46,39,43,Clem,PER
booknlp,uc1.32106011563233,46,48,56,Lidwynne,PER
booknlp,uc1.32106011563233,46,75,79,Clem,PER
booknlp,uc1.32106011563233,46,119,126,Phoenix,GPE
booknlp,uc1.32106011563233,46,128,135,Arizona,GPE
booknlp,uc1.32106011563233,46,137,141,Clem,PER
booknlp,uc1.32106011563233,46,333,344,Nova Scotia,GPE
booknlp,uc1.32106011563233,46,529,535,Mother,PER
booknlp,uc1.32106011563233,46,557,564,Hoptown,GPE
booknlp,uc1.32106011563233,46,566,576,California,GPE
roberta,uc1.32106011563233,46,24,29,Doyon,PER
roberta,uc1.32106011563233,46,39,43,Clem,PER
roberta,uc1.32106011563233,46,48,56,Lidwynne,PER
roberta,uc1.32106011563233,46,119,126,Phoenix,LOC
roberta,uc1.32106011563233,46,128,135,Arizona,LOC
roberta,uc1.32106011563233,46,235,244,Air Force,ORG
roberta,uc1.32106011563233,46,271,281,Morse Code,MISC
roberta,uc1.32106011563233,46,333,344,Nova Scotia,LOC
roberta,uc1.32106011563233,46,529,535,Mother,PER
roberta,uc1.32106011563233,46,557,564,Hoptown,LOC
roberta,uc1.32106011563233,46,566,576,California,LOC
spacy-trf,uc1.32106011563233,46,39,43,Clem,PERSON
spacy-trf,uc1.32106011563233,46,48,56,Lidwynne,PERSON
spacy-trf,uc1.32106011563233,46,75,79,Clem,PERSON
spacy-trf,uc1.32106011563233,46,119,126,Phoenix,GPE
spacy-trf,uc1.32106011563233,46,128,135,Arizona,GPE
spacy-trf,uc1.32106011563233,46,137,141,Clem,PERSON
spacy-trf,uc1.32106011563233,46,235,244,Air Force,ORG
spacy-trf,uc1.32106011563233,46,333,344,Nova Scotia,GPE
spacy-trf,uc1.32106011563233,46,557,564,Hoptown,GPE
spacy-trf,uc1.32106011563233,46,566,576,California,GPE
stanford,uc1.32106011563233,47,50,54,Army,ORGANIZATION
stanford,uc1.32106011563233,47,84,90,Alaska,LOCATION
stanford,uc1.32106011563233,47,296,301,Becky,LOCATION
booknlp,uc1.32106011563233,47,0,20,Little old Clemmie'd,PER
booknlp,uc1.32106011563233,47,84,90,Alaska,GPE
booknlp,uc1.32106011563233,47,296,301,Becky,PER
roberta,uc1.32106011563233,47,11,18,Clemmie,PER
roberta,uc1.32106011563233,47,50,54,Army,ORG
roberta,uc1.32106011563233,47,84,90,Alaska,LOC
roberta,uc1.32106011563233,47,96,103,Indians,MISC
roberta,uc1.32106011563233,47,296,301,Becky,PER
spacy-trf,uc1.32106011563233,47,11,20,Clemmie'd,PERSON
spacy-trf,uc1.32106011563233,47,50,54,Army,ORG
spacy-trf,uc1.32106011563233,47,84,90,Alaska,GPE
spacy-trf,uc1.32106011563233,47,96,103,Indians,NORP
spacy-trf,uc1.32106011563233,47,296,301,Becky,PERSON
stanford,uc1.32106011563233,48,0,4,Dack,ORGANIZATION
stanford,uc1.32106011563233,48,341,347,Frisco,LOCATION
booknlp,uc1.32106011563233,48,0,4,Dack,PER
booknlp,uc1.32106011563233,48,67,71,Clem,PER
booknlp,uc1.32106011563233,48,126,130,Dack,PER
booknlp,uc1.32106011563233,48,307,310,Lid,PER
booknlp,uc1.32106011563233,48,341,347,Frisco,GPE
booknlp,uc1.32106011563233,48,530,533,Lid,PER
booknlp,uc1.32106011563233,48,590,593,Lid,PER
roberta,uc1.32106011563233,48,0,4,Dack,PER
roberta,uc1.32106011563233,48,67,71,Clem,PER
roberta,uc1.32106011563233,48,307,310,Lid,PER
roberta,uc1.32106011563233,48,341,347,Frisco,LOC
spacy-trf,uc1.32106011563233,48,0,4,Dack,PERSON
spacy-trf,uc1.32106011563233,48,67,71,Clem,PERSON
spacy-trf,uc1.32106011563233,48,126,130,Dack,PERSON
spacy-trf,uc1.32106011563233,48,307,310,Lid,PERSON
spacy-trf,uc1.32106011563233,48,341,347,Frisco,GPE
spacy-trf,uc1.32106011563233,48,530,533,Lid,PERSON
spacy-trf,uc1.32106011563233,48,590,593,Lid,PERSON
stanford,uc1.32106011563233,49,40,44,Bobo,PERSON
stanford,uc1.32106011563233,49,112,119,Stringy,LOCATION
stanford,uc1.32106011563233,49,121,125,Clem,PERSON
booknlp,uc1.32106011563233,49,0,4,Clem,PER
booknlp,uc1.32106011563233,49,40,44,Bobo,PER
booknlp,uc1.32106011563233,49,55,59,Clem,PER
booknlp,uc1.32106011563233,49,112,119,Stringy,PER
booknlp,uc1.32106011563233,49,121,125,Clem,PER
roberta,uc1.32106011563233,49,0,4,Clem,PER
roberta,uc1.32106011563233,49,40,44,Bobo,PER
roberta,uc1.32106011563233,49,112,119,Stringy,PER
spacy-trf,uc1.32106011563233,49,0,4,Clem,PERSON
spacy-trf,uc1.32106011563233,49,40,44,Bobo,PERSON
spacy-trf,uc1.32106011563233,49,55,59,Clem,PERSON
spacy-trf,uc1.32106011563233,49,112,119,Stringy,PERSON
spacy-trf,uc1.32106011563233,49,121,125,Clem,PERSON
booknlp,uc1.32106011563233,50,0,4,Clem,PER
booknlp,uc1.32106011563233,50,34,40,Sophia,PER
booknlp,uc1.32106011563233,50,97,101,Clem,PER
roberta,uc1.32106011563233,50,0,4,Clem,PER
roberta,uc1.32106011563233,50,34,40,Sophia,PER
spacy-trf,uc1.32106011563233,50,0,4,Clem,PERSON
spacy-trf,uc1.32106011563233,50,34,40,Sophia,PERSON
spacy-trf,uc1.32106011563233,50,97,101,Clem,PERSON
stanford,uc1.32106011563233,52,88,94,Kaltag,LOCATION
stanford,uc1.32106011563233,52,107,115,potlatch,ORGANIZATION
stanford,uc1.32106011563233,52,355,362,Koyukon,PERSON
booknlp,uc1.32106011563233,52,88,102,Kaltag village,GPE
roberta,uc1.32106011563233,52,88,94,Kaltag,LOC
roberta,uc1.32106011563233,52,355,362,Koyukon,MISC
spacy-trf,uc1.32106011563233,52,88,94,Kaltag,GPE
spacy-trf,uc1.32106011563233,52,355,362,Koyukon,NORP
stanford,uc1.32106006887498,35,183,189,Pehrru,PERSON
booknlp,uc1.32106006887498,35,183,189,Pehrru,PER
roberta,uc1.32106006887498,35,183,189,Pehrru,PER
spacy-trf,uc1.32106006887498,35,183,189,Pehrru,PERSON
stanford,uc1.32106006887498,42,32,38,Edward,PERSON
stanford,uc1.32106006887498,42,43,55,Susan Magpie,PERSON
booknlp,uc1.32106006887498,42,32,38,Edward,PER
booknlp,uc1.32106006887498,42,43,55,Susan Magpie,PER
booknlp,uc1.32106006887498,42,91,93,Ed,PER
booknlp,uc1.32106006887498,42,98,100,Su,PER
roberta,uc1.32106006887498,42,32,38,Edward,PER
roberta,uc1.32106006887498,42,43,55,Susan Magpie,PER
roberta,uc1.32106006887498,42,91,93,Ed,PER
roberta,uc1.32106006887498,42,98,100,Su,PER
roberta,uc1.32106006887498,42,149,179,city-Relocation Welding School,ORG
spacy-trf,uc1.32106006887498,42,32,38,Edward,PERSON
spacy-trf,uc1.32106006887498,42,43,55,Susan Magpie,PERSON
spacy-trf,uc1.32106006887498,42,91,93,Ed,PERSON
spacy-trf,uc1.32106006887498,42,98,100,Su,PERSON
spacy-trf,uc1.32106006887498,42,154,179,Relocation Welding School,ORG
booknlp,uc1.32106006887498,45,45,51,Coyote,PER
roberta,uc1.32106006887498,45,45,51,Coyote,PER
roberta,uc1.32106006887498,45,60,77,Dya-ow Kahmaasquu,PER
spacy-trf,uc1.32106006887498,45,45,51,Coyote,PERSON
spacy-trf,uc1.32106006887498,45,60,77,Dya-ow Kahmaasquu,PERSON
booknlp,uc1.32106006887498,46,55,69,Skeleton Fixer,PER
roberta,uc1.32106006887498,46,55,69,Skeleton Fixer,PER
spacy-trf,uc1.32106006887498,46,55,69,Skeleton Fixer,PERSON
booknlp,uc1.32106006887498,55,0,4,Raho,PER
roberta,uc1.32106006887498,55,0,4,Raho,PER
roberta,uc1.32106006887498,55,25,30,Rainy,PER
spacy-trf,uc1.32106006887498,55,25,30,Rainy,PERSON
stanford,uc1.32106006887498,76,88,91,Max,PERSON
stanford,uc1.32106006887498,76,174,179,Jemez,LOCATION
stanford,uc1.32106006887498,76,184,200,Sandia Mountains,LOCATION
stanford,uc1.32106006887498,76,259,267,Santa Fe,LOCATION
stanford,uc1.32106006887498,76,272,283,Albuquerque,LOCATION
stanford,uc1.32106006887498,76,310,323,Santo Domingo,ORGANIZATION
booknlp,uc1.32106006887498,76,88,91,Max,PER
booknlp,uc1.32106006887498,76,170,179,the Jemez,PER
booknlp,uc1.32106006887498,76,184,200,Sandia Mountains,LOC
booknlp,uc1.32106006887498,76,259,267,Santa Fe,GPE
booknlp,uc1.32106006887498,76,272,283,Albuquerque,GPE
roberta,uc1.32106006887498,76,88,91,Max,PER
roberta,uc1.32106006887498,76,174,179,Jemez,LOC
roberta,uc1.32106006887498,76,184,200,Sandia Mountains,LOC
roberta,uc1.32106006887498,76,259,267,Santa Fe,LOC
roberta,uc1.32106006887498,76,272,283,Albuquerque,LOC
roberta,uc1.32106006887498,76,310,323,Santo Domingo,LOC
spacy-trf,uc1.32106006887498,76,88,91,Max,PERSON
spacy-trf,uc1.32106006887498,76,174,179,Jemez,LOC
spacy-trf,uc1.32106006887498,76,184,200,Sandia Mountains,LOC
spacy-trf,uc1.32106006887498,76,259,267,Santa Fe,GPE
spacy-trf,uc1.32106006887498,76,272,283,Albuquerque,GPE
spacy-trf,uc1.32106006887498,76,310,323,Santo Domingo,GPE
stanford,uc1.32106006887498,77,42,50,Santa Fe,ORGANIZATION
stanford,uc1.32106006887498,77,78,85,Shirley,PERSON
stanford,uc1.32106006887498,77,103,114,Mississippi,LOCATION
booknlp,uc1.32106006887498,77,19,32,the La Bajada,LOC
booknlp,uc1.32106006887498,77,42,50,Santa Fe,GPE
booknlp,uc1.32106006887498,77,78,85,Shirley,PER
booknlp,uc1.32106006887498,77,103,114,Mississippi,GPE
booknlp,uc1.32106006887498,77,154,167,the La Bajada,LOC
roberta,uc1.32106006887498,77,23,32,La Bajada,LOC
roberta,uc1.32106006887498,77,42,50,Santa Fe,LOC
roberta,uc1.32106006887498,77,78,85,Shirley,PER
roberta,uc1.32106006887498,77,103,114,Mississippi,LOC
roberta,uc1.32106006887498,77,158,167,La Bajada,LOC
spacy-trf,uc1.32106006887498,77,19,32,the La Bajada,FAC
spacy-trf,uc1.32106006887498,77,42,50,Santa Fe,LOC
spacy-trf,uc1.32106006887498,77,78,85,Shirley,PERSON
spacy-trf,uc1.32106006887498,77,103,114,Mississippi,GPE
spacy-trf,uc1.32106006887498,77,154,167,the La Bajada,FAC
stanford,uc1.32106006887498,78,159,167,Santa Fe,LOCATION
stanford,uc1.32106006887498,78,218,225,Teseque,LOCATION
booknlp,uc1.32106006887498,78,126,139,St. Catherine,GPE
booknlp,uc1.32106006887498,78,159,167,Santa Fe,GPE
booknlp,uc1.32106006887498,78,218,225,Teseque,GPE
roberta,uc1.32106006887498,78,126,155,St. Catherine's Indian School,ORG
roberta,uc1.32106006887498,78,159,167,Santa Fe,LOC
spacy-trf,uc1.32106006887498,78,126,155,St. Catherine's Indian School,ORG
spacy-trf,uc1.32106006887498,78,159,167,Santa Fe,GPE
spacy-trf,uc1.32106006887498,78,218,225,Teseque,GPE
booknlp,uc1.32106006887498,79,84,89,Salas,PER
roberta,uc1.32106006887498,79,84,89,Salas,PER
spacy-trf,uc1.32106006887498,79,84,89,Salas,PERSON
stanford,uc1.32106006887498,80,48,52,Jody,PERSON
booknlp,uc1.32106006887498,80,0,3,Sam,PER
booknlp,uc1.32106006887498,80,48,52,Jody,PER
booknlp,uc1.32106006887498,80,138,150,COCHITI CITY,GPE
booknlp,uc1.32106006887498,80,233,236,Sam,PER
roberta,uc1.32106006887498,80,0,3,Sam,PER
roberta,uc1.32106006887498,80,48,52,Jody,PER
roberta,uc1.32106006887498,80,138,150,COCHITI CITY,LOC
roberta,uc1.32106006887498,80,167,173,Indian,MISC
roberta,uc1.32106006887498,80,233,236,Sam,PER
roberta,uc1.32106006887498,80,280,287,Indians,MISC
spacy-trf,uc1.32106006887498,80,0,3,Sam,PERSON
spacy-trf,uc1.32106006887498,80,48,52,Jody,PERSON
spacy-trf,uc1.32106006887498,80,138,150,COCHITI CITY,GPE
spacy-trf,uc1.32106006887498,80,167,173,Indian,NORP
spacy-trf,uc1.32106006887498,80,233,236,Sam,PERSON
stanford,uc1.32106006887498,82,125,131,Laguna,LOCATION
stanford,uc1.32106006887498,82,206,217,Albuquerque,LOCATION
stanford,uc1.32106006887498,82,224,235,Albuquerque,LOCATION
stanford,uc1.32106006887498,82,256,262,Sandia,LOCATION
stanford,uc1.32106006887498,82,264,273,Bernallio,LOCATION
stanford,uc1.32106006887498,82,275,284,Algodones,LOCATION
stanford,uc1.32106006887498,82,286,296,San Felipe,LOCATION
stanford,uc1.32106006887498,82,302,315,Santo Domingo,ORGANIZATION
stanford,uc1.32106006887498,82,335,343,Galisteo,LOCATION
stanford,uc1.32106006887498,82,412,419,Rockies,ORGANIZATION
stanford,uc1.32106006887498,82,425,432,Sandias,LOCATION
stanford,uc1.32106006887498,82,434,439,Jemez,LOCATION
stanford,uc1.32106006887498,82,449,465,Sangre de Cristo,ORGANIZATION
booknlp,uc1.32106006887498,82,59,67,McCartys,GPE
booknlp,uc1.32106006887498,82,125,131,Laguna,PER
booknlp,uc1.32106006887498,82,138,144,Mesita,GPE
booknlp,uc1.32106006887498,82,168,173,Belen,GPE
booknlp,uc1.32106006887498,82,206,217,Albuquerque,GPE
booknlp,uc1.32106006887498,82,256,262,Sandia,GPE
booknlp,uc1.32106006887498,82,264,273,Bernallio,GPE
booknlp,uc1.32106006887498,82,275,284,Algodones,GPE
booknlp,uc1.32106006887498,82,286,296,San Felipe,GPE
booknlp,uc1.32106006887498,82,302,315,Santo Domingo,GPE
booknlp,uc1.32106006887498,82,421,432,the Sandias,LOC
booknlp,uc1.32106006887498,82,434,439,Jemez,PER
booknlp,uc1.32106006887498,82,512,516,Lamy,PER
roberta,uc1.32106006887498,82,35,41,Grants,LOC
roberta,uc1.32106006887498,82,59,67,McCartys,LOC
roberta,uc1.32106006887498,82,125,131,Laguna,LOC
roberta,uc1.32106006887498,82,138,144,Mesita,LOC
roberta,uc1.32106006887498,82,168,173,Belen,LOC
roberta,uc1.32106006887498,82,206,217,Albuquerque,LOC
roberta,uc1.32106006887498,82,256,262,Sandia,LOC
roberta,uc1.32106006887498,82,264,273,Bernallio,LOC
roberta,uc1.32106006887498,82,275,284,Algodones,LOC
roberta,uc1.32106006887498,82,286,296,San Felipe,LOC
roberta,uc1.32106006887498,82,302,315,Santo Domingo,LOC
roberta,uc1.32106006887498,82,335,343,Galisteo,LOC
roberta,uc1.32106006887498,82,412,419,Rockies,LOC
roberta,uc1.32106006887498,82,425,432,Sandias,LOC
roberta,uc1.32106006887498,82,434,439,Jemez,LOC
roberta,uc1.32106006887498,82,449,465,Sangre de Cristo,LOC
roberta,uc1.32106006887498,82,512,516,Lamy,LOC
spacy-trf,uc1.32106006887498,82,35,41,Grants,GPE
spacy-trf,uc1.32106006887498,82,59,67,McCartys,GPE
spacy-trf,uc1.32106006887498,82,125,131,Laguna,GPE
spacy-trf,uc1.32106006887498,82,138,144,Mesita,GPE
spacy-trf,uc1.32106006887498,82,168,173,Belen,GPE
spacy-trf,uc1.32106006887498,82,206,217,Albuquerque,GPE
spacy-trf,uc1.32106006887498,82,224,235,Albuquerque,GPE
spacy-trf,uc1.32106006887498,82,256,262,Sandia,GPE
spacy-trf,uc1.32106006887498,82,264,273,Bernallio,GPE
spacy-trf,uc1.32106006887498,82,275,284,Algodones,GPE
spacy-trf,uc1.32106006887498,82,286,296,San Felipe,GPE
spacy-trf,uc1.32106006887498,82,302,315,Santo Domingo,GPE
spacy-trf,uc1.32106006887498,82,335,343,Galisteo,LOC
spacy-trf,uc1.32106006887498,82,412,419,Rockies,LOC
spacy-trf,uc1.32106006887498,82,425,432,Sandias,LOC
spacy-trf,uc1.32106006887498,82,434,439,Jemez,LOC
spacy-trf,uc1.32106006887498,82,445,465,the Sangre de Cristo,LOC
spacy-trf,uc1.32106006887498,82,512,516,Lamy,GPE
stanford,uc1.32106006887498,93,101,108,Nageezi,LOCATION
stanford,uc1.32106006887498,93,367,372,Jemez,LOCATION
booknlp,uc1.32106006887498,93,0,4,Vada,PER
booknlp,uc1.32106006887498,93,101,108,Nageezi,GPE
booknlp,uc1.32106006887498,93,367,372,Jemez,PER
roberta,uc1.32106006887498,93,0,6,Vada's,LOC
roberta,uc1.32106006887498,93,101,108,Nageezi,LOC
roberta,uc1.32106006887498,93,249,256,Chicano,PER
roberta,uc1.32106006887498,93,313,319,German,MISC
roberta,uc1.32106006887498,93,329,332,War,MISC
roberta,uc1.32106006887498,93,348,354,French,MISC
roberta,uc1.32106006887498,93,367,372,Jemez,PER
spacy-trf,uc1.32106006887498,93,0,6,Vada's,ORG
spacy-trf,uc1.32106006887498,93,101,108,Nageezi,GPE
spacy-trf,uc1.32106006887498,93,249,256,Chicano,NORP
spacy-trf,uc1.32106006887498,93,367,372,Jemez,PERSON
stanford,uc1.32106006887498,94,29,35,Canada,LOCATION
stanford,uc1.32106006887498,94,241,247,Calais,LOCATION
booknlp,uc1.32106006887498,94,29,35,Canada,GPE
booknlp,uc1.32106006887498,94,117,127,Kaweshtima,PER
booknlp,uc1.32106006887498,94,241,247,Calais,GPE
roberta,uc1.32106006887498,94,29,35,Canada,LOC
roberta,uc1.32106006887498,94,117,127,Kaweshtima,LOC
roberta,uc1.32106006887498,94,241,247,Calais,LOC
spacy-trf,uc1.32106006887498,94,29,35,Canada,GPE
spacy-trf,uc1.32106006887498,94,117,127,Kaweshtima,LOC
spacy-trf,uc1.32106006887498,94,241,247,Calais,GPE
stanford,uc1.32106006887498,95,150,153,Bay,LOCATION
stanford,uc1.32106006887498,95,430,436,Ithaca,LOCATION
stanford,uc1.32106006887498,95,438,446,New York,LOCATION
stanford,uc1.32106006887498,95,461,468,Buffalo,LOCATION
booknlp,uc1.32106006887498,95,37,50,Pueblo Coyote,PER
booknlp,uc1.32106006887498,95,326,338,Acoma Indian,PER
booknlp,uc1.32106006887498,95,430,436,Ithaca,GPE
booknlp,uc1.32106006887498,95,438,446,New York,GPE
booknlp,uc1.32106006887498,95,461,468,Buffalo,GPE
roberta,uc1.32106006887498,95,37,50,Pueblo Coyote,MISC
roberta,uc1.32106006887498,95,150,153,Bay,LOC
roberta,uc1.32106006887498,95,326,338,Acoma Indian,MISC
roberta,uc1.32106006887498,95,349,356,Pilgrim,MISC
roberta,uc1.32106006887498,95,430,436,Ithaca,LOC
roberta,uc1.32106006887498,95,438,446,New York,LOC
roberta,uc1.32106006887498,95,461,468,Buffalo,LOC
spacy-trf,uc1.32106006887498,95,35,50,a Pueblo Coyote,PERSON
spacy-trf,uc1.32106006887498,95,150,153,Bay,LOC
spacy-trf,uc1.32106006887498,95,326,338,Acoma Indian,NORP
spacy-trf,uc1.32106006887498,95,349,356,Pilgrim,NORP
spacy-trf,uc1.32106006887498,95,430,436,Ithaca,GPE
spacy-trf,uc1.32106006887498,95,438,446,New York,GPE
spacy-trf,uc1.32106006887498,95,461,468,Buffalo,GPE
stanford,uc1.32106006887498,99,366,373,Jackson,PERSON
stanford,uc1.32106006887498,99,387,392,Texas,LOCATION
stanford,uc1.32106006887498,99,521,528,Schlitz,ORGANIZATION
booknlp,uc1.32106006887498,99,91,101,the Blacks,PER
booknlp,uc1.32106006887498,99,185,191,Marion,PER
booknlp,uc1.32106006887498,99,366,373,Jackson,PER
booknlp,uc1.32106006887498,99,382,392,east Texas,GPE
booknlp,uc1.32106006887498,99,521,528,Schlitz,PER
roberta,uc1.32106006887498,99,45,50,Black,MISC
roberta,uc1.32106006887498,99,95,101,Blacks,MISC
roberta,uc1.32106006887498,99,185,191,Marion,LOC
roberta,uc1.32106006887498,99,366,373,Jackson,PER
roberta,uc1.32106006887498,99,387,392,Texas,LOC
roberta,uc1.32106006887498,99,521,528,Schlitz,ORG
spacy-trf,uc1.32106006887498,99,95,101,Blacks,NORP
spacy-trf,uc1.32106006887498,99,185,191,Marion,GPE
spacy-trf,uc1.32106006887498,99,366,373,Jackson,PERSON
spacy-trf,uc1.32106006887498,99,387,392,Texas,GPE
spacy-trf,uc1.32106006887498,99,412,419,Alabama,GPE
spacy-trf,uc1.32106006887498,99,521,528,Schlitz,ORG
stanford,uc1.32106006887498,100,0,15,San Luis Valley,LOCATION
booknlp,uc1.32106006887498,100,0,15,San Luis Valley,GPE
roberta,uc1.32106006887498,100,0,15,San Luis Valley,LOC
roberta,uc1.32106006887498,100,99,106,Mexican,MISC
spacy-trf,uc1.32106006887498,100,0,15,San Luis Valley,LOC
spacy-trf,uc1.32106006887498,100,99,106,Mexican,NORP
booknlp,uc1.32106006887498,101,0,7,Hozhoni,PER
booknlp,uc1.32106006887498,101,21,28,Hozhoni,PER
booknlp,uc1.32106006887498,101,44,51,Hozhoni,PER
roberta,uc1.32106006887498,101,0,7,Hozhoni,PER
spacy-trf,uc1.32106006887498,101,0,7,Hozhoni,PERSON
spacy-trf,uc1.32106006887498,101,21,28,Hozhoni,PERSON
spacy-trf,uc1.32106006887498,101,44,51,Hozhoni,PERSON
stanford,uc1.32106006887498,102,110,118,Mountain,ORGANIZATION
stanford,uc1.32106006887498,102,177,180,Sam,PERSON
booknlp,uc1.32106006887498,102,129,146,Salt River Canyon,LOC
booknlp,uc1.32106006887498,102,177,180,Sam,PER
booknlp,uc1.32106006887498,102,187,204,Salt River Canyon,LOC
booknlp,uc1.32106006887498,102,239,256,Salt River Canyon,LOC
roberta,uc1.32106006887498,102,129,146,Salt River Canyon,LOC
roberta,uc1.32106006887498,102,177,180,Sam,PER
roberta,uc1.32106006887498,102,300,306,Apache,MISC
roberta,uc1.32106006887498,102,344,350,Apache,MISC
roberta,uc1.32106006887498,102,350,350,,PER
spacy-trf,uc1.32106006887498,102,110,118,Mountain,LOC
spacy-trf,uc1.32106006887498,102,129,146,Salt River Canyon,LOC
spacy-trf,uc1.32106006887498,102,177,180,Sam,PERSON
spacy-trf,uc1.32106006887498,102,187,204,Salt River Canyon,LOC
spacy-trf,uc1.32106006887498,102,239,256,Salt River Canyon,LOC
spacy-trf,uc1.32106006887498,102,300,306,Apache,NORP
spacy-trf,uc1.32106006887498,102,344,350,Apache,NORP
spacy-trf,uc1.32106006887498,102,390,396,Apache,NORP
stanford,uc1.32106006887498,104,190,196,Coyote,ORGANIZATION
stanford,uc1.32106006887498,104,539,545,Isleta,LOCATION
booknlp,uc1.32106006887498,104,155,165,the Navajo,PER
booknlp,uc1.32106006887498,104,190,196,Coyote,PER
booknlp,uc1.32106006887498,104,539,545,Isleta,GPE
roberta,uc1.32106006887498,104,159,165,Navajo,MISC
roberta,uc1.32106006887498,104,190,196,Coyote,PER
roberta,uc1.32106006887498,104,279,285,Mesita,LOC
roberta,uc1.32106006887498,104,299,305,Coyote,PER
roberta,uc1.32106006887498,104,539,545,Isleta,LOC
spacy-trf,uc1.32106006887498,104,159,165,Navajo,NORP
spacy-trf,uc1.32106006887498,104,190,196,Coyote,PERSON
spacy-trf,uc1.32106006887498,104,279,285,Mesita,NORP
spacy-trf,uc1.32106006887498,104,299,305,Coyote,PERSON
spacy-trf,uc1.32106006887498,104,539,545,Isleta,GPE
stanford,uc1.32106006887498,105,202,217,Rio de la Plata,ORGANIZATION
booknlp,uc1.32106006887498,105,202,217,Rio de la Plata,GPE
roberta,uc1.32106006887498,105,76,82,Coyote,MISC
roberta,uc1.32106006887498,105,202,217,Rio de la Plata,LOC
spacy-trf,uc1.32106006887498,105,76,82,Coyote,NORP
spacy-trf,uc1.32106006887498,105,198,217,the Rio de la Plata,LOC
stanford,uc1.32106006887498,106,290,296,Denver,LOCATION
booknlp,uc1.32106006887498,106,67,70,Rex,PER
booknlp,uc1.32106006887498,106,290,296,Denver,GPE
roberta,uc1.32106006887498,106,67,70,Rex,PER
roberta,uc1.32106006887498,106,290,296,Denver,LOC
spacy-trf,uc1.32106006887498,106,67,70,Rex,PERSON
spacy-trf,uc1.32106006887498,106,290,296,Denver,GPE
stanford,uc1.32106006887498,113,70,90,Peabody Coal Company,ORGANIZATION
booknlp,uc1.32106006887498,113,92,107,Black Mesa Mine,FAC
roberta,uc1.32106006887498,113,70,90,Peabody Coal Company,ORG
roberta,uc1.32106006887498,113,92,107,Black Mesa Mine,LOC
spacy-trf,uc1.32106006887498,113,66,90,the Peabody Coal Company,ORG
spacy-trf,uc1.32106006887498,113,92,107,Black Mesa Mine,FAC
stanford,uc1.32106006887498,117,90,96,Sydney,LOCATION
stanford,uc1.32106006887498,117,143,147,Tony,PERSON
stanford,uc1.32106006887498,117,162,180,Murphy Many Horses,ORGANIZATION
booknlp,uc1.32106006887498,117,64,68,Tony,PER
booknlp,uc1.32106006887498,117,90,96,Sydney,PER
booknlp,uc1.32106006887498,117,143,147,Tony,PER
booknlp,uc1.32106006887498,117,154,160,Murphy,PER
booknlp,uc1.32106006887498,117,162,180,Murphy Many Horses,PER
roberta,uc1.32106006887498,117,64,68,Tony,PER
