	htid	page_seq	pre_sent	ent_sent	post_sent
341	mdp.39015043788846	00000048	May God Bless You.	Always your pal, Virgie JB, You're a real pretty chick with the biggest personality to grab anyone.	I hope we have fun with universities.
342	mdp.39015043788846	00000038	The screen door slams against the concrete wall of the house as I run out the door, down the sidewalk, and through the wooden gate.	It flings against the branches of the Russian olives.	I'm running as fast as I can down the dirt road towards the cattle guard that keeps the cows and horses out.
343	mdp.39015043788846	00000017	Everybody was in bed.	St. Michaels closed, and they sent the Sisters from there to Fort Defiance to help.	At first a lot of us didn't mind.
344	mdp.39015043788846	00000028	Suddenly her hair spills like a waterfall; it shimmers like corn tassels playing in the wind.	We know Lena for having the coarsest hair like horse hair.	Bar none.
345	mdp.39015043788846	00000015	And there were only dirt roads.	She stayed at St. Michaels where the priests were good to her.	They brought us mutton, corn and bread.
346	mdp.39015043788846	00000029	They let us slap dough into fry bread in the little kitchenette in the back as long as we cleaned up afterwards.	The Catholics we stayed away from unless you were a member, because they looked threatening in their brown and white robes, and they were the last ones to let out on Sunday morning.	Éé'neishoodii, Sweeping Robes, we called them.
347	mdp.39015043788846	00000025	Nobody gives her a hard time.	None of the Mustangs, the girl gang, have it in for her.	The matrons don't put her on extra detail like waxing and polishing the hallways or cleaning toilets.
348	mdp.39015043788846	00000026	Others wore outdated dresses and shoes, and washed their hair with detergent soap.	They spoke in broken Indin-glish and we used to laugh at them.	Joe Babes sat quietly in the back of classrooms even when they knew the answers, were described as shy, dumb, angry, or on drugs by the teachers.
349	mdp.39015043788846	00000032	Sat through the services then went upstairs to the kitchen.	The white women put Oreo cookies on the table and poured coffee.	May Jean and I dunked our cookies and went back again and again until the women started giving us looks, you know, like they didn't want us doing it any more.
350	mdp.39015043788846	00000036	Nobody was interested so I stopped trying.	Anyway Pierce asked me to dance Friday night.	Mostly we danced stomp, scooping and twirling to The Wingate Valley Boys, The Zuni Midnighters, The Fenders, you know, heavy on the bass.
351	mdp.39015043788846	00000022	She never corrects the teachers. “Leonard T-sosie.”	(His name is Tsosie.)	Silent first letter as in ptomaine, Ptolemy.
352	mdp.39015043788846	00000021	oh, oh, oh See Juanita stand in corner, see tears fall down face.	oh, oh, oh In first grade we received the first of our Dick and Jane books that introduced us to the white man's world through Father, Mother, Dick, Jane, Puff and Spot.	These and other characters said and did what we thought all white people did: drive cars to the farm, drain maple juice from trees, and say oh, oh, oh a lot.
353	mdp.39015043788846	00000020	Because of that, I skipped Beginner class.	All my classmates were Diné and most of them spoke only the language of our ancestors.	During this time, the government's policy meant to assimilate us into the white way of life.
354	mdp.39015043788846	00000047	We take turns smoking my cigarette.	Then there's the knock at the door and sure enough she has sent Apple Annie, her favorite, to get me.	Viv and I exchange looks.
355	mdp.39015043788846	00000052	The faces tell us what we already know from the bordertowns about being waited on last even though we were in line first.	Davis orders what I do.	He tries not to make waves, not to make demands.
356	mdp.39015043788846	00000046	Taking care of my family's cattle was my responsibility when I was at home.	Because I cared for the cows, Mom had given me a few of hers.	I even had my own brand.
357	mdp.39015043788846	00000044	I put on my jeans, navy blue sweatshirt, boots, and stuff my pockets with the last of the money from home.	On the way to Seven-Eleven I meet Viv who is usually willing to go along with my schemes.	According to Diné kinship beliefs, we're sisters because our mothers are sisters.
358	mdp.39015043788846	00000045	The sun is sinking behind the treetops when I think of Edgar.	I tell Viv let's cut across the houses toward Tanoan Hall.	We make it back as the last of the students are coming from dining room detail.
359	mdp.39015043788846	00000040	Soon we're all sitting there with thermometers sticking out of our mouths, like one long pin cushion.	When the Pinkie looks away, you rub the thermometer to warm it up so they'll think you have a fever.	Jasper rubs his till the mercury shoots to the end and when it's his turn, we hear the doctor say if his temperature was that high he would've been dead by now.
360	mdp.39015043788846	00000043	We take a sandwich and a canteen of water.	We ride all morning moving south past sagebrush and green tumbleweeds towards Gallup looking for our brand on the right shoulders of our cows.	I've memorized their spots and faces the way some people remember their addresses.
361	uc1.32106006887498	00000099	I've seen the white people and I've seen the Black people.	The whites mainly driving cars, the Blacks mainly walking.	I've seen the worn gray shacks and I've seen the ranchstyle homes.
362	uc1.32106006887498	00000106	It was just nice to have a blonde girl to talk with.	I had to tell Rex the dog to cool it a couple of times.	He and I were alone a lot that summer, and we were anxious but we kept our cool.
363	uc1.32106006887498	00000113	I can't even remember my license plate number.	And then, suddenly the Peabody Coal Company.	Black Mesa Mine.
364	uc1.32106006887498	00000105	She just came along, driving a truck, and she brought a cake.	That was real Coyote luck, a blonde girl and a ginger cake.	We talked.
365	uc1.32106006887498	00000104	Probably, it wasn't as good as he said it was, just shiney and polished a lot.	"I never saw it myself, just heard about it from one of his cousins who said the Navajo was kind of wobbly when Coyote bought it for five dollars and a small sack of wheat flour he'd ""borrowed"" from a Mesita auntie."	"That Coyote, I wonder if he still has that silver buckle that everyone was talking about or did he already pawn it at one of those places ""up the line."""
366	uc1.32106006887498	00000100	San Luis Valley, family of farm workers; beets, onions, lettuce.	At lunch in the line, there was a Mexican woman pushing a cart of hot food.	She was very dark, high bones in her face, flashing dark eyes, scar on her upper lip.
367	uc1.32106006887498	00000101	Hozhoni, all things.	Hozhoni, for all time.	Hozhoni, through all journeys.
368	uc1.32106006887498	00000077	We were driving up the La Bajada south of Santa Fe.	"The clay is red there and Shirley said, ""Just like Mississippi,"" and I said, ""Yes, it is.”"	Further up the La Bajada and looking west you can see the land where a fence divides it.
369	uc1.32106006887498	00000117	Yeah, strange world, drinking bourbon and water and then beers.	Tony, one Irish poet, and Sydney, the other Irish, who laughs deeply at a name Tony says.	Murphy, Murphy Many Horses, laughing Irish whiskey Indian, we laugh for the sound of our laughter.
370	uc1.32106006887498	00000102	It would be good to stop and rest by a stone as big as the spirits.	It would be good to go back and touch the Mountain's people.	"Salt River Canyon, ""'It's about fifteen miles,"" Sam said."
371	uc1.32106006887498	00000076	Once in a while his wife would rise from her chair and stir something in a pot.	"“Fine,"" Max said."	I think I told someone else too but I forget who.
372	uc1.32106006887498	00000035	"Finally, curiosity getting the best of them, the soldiers asked, ""How is it that the stew is boiling when there is no fire under your kettle?''"	Noting their overly anxious curiosity, Pehrru said, “Oh, it's just that that's the kind of kettle it is.	"It boils like that by itself."""
373	uc1.32106006887498	00000127	The diaphanous morning cloud comes down from the southwest mesa from Acu and into Tsiahma, passes, and heads up the wet black road to Budville.	Poor wrecking yard, Baptist Indian Mission, tilted sign dangling over the door to Kings Bar.	That man stumbles against the lurch in his belly.
374	uc1.32106006887498	00000046	He saw a scatter of bones at the foot of the pinnacle.	"Skeleton Fixer said, ""Oh look, some poor beloved one must have died."	"I wonder who it may be?"""
375	uc1.32106006887498	00000078	That day, our two families took photos as we held our arms around each others shoulders.	This was the time I was a student at St. Catherine's Indian School in Santa Fe, when we all went to pick apples in an orchard in Teseque.	That was the first year I was ever away from home.
376	uc1.32106006887498	00000093	Vada's is a dark, cool roadside bar on a slow spring day, hot outside.	We'd turned back this side of Nageezi, been going somewhere we never got to, and we stopped in for a drink.	I ordered a whiskey shot and beer, and she was drinking beer.
377	uc1.32106006887498	00000124	Still paying for it and it's been two years since it ran, motor burned out, had to pull it back from Phoenix.	Gila River, the Interstate sign says at the cement bridge over bed full of brush and sand and rusty cans.	Where's the water, the water which you think about sometimes in empty desperation?
378	uc1.32106006887498	00000118	O they have been screwed.	I know everybody talks about Indians yesterday, the murdering conquest, the buffalo bones strewn across hills in Kansas, the railroad roaring progress.	Late today or early tomorrow in ghost dance dreams surely we will find Bernstein doesn't know what Indians say these days in wino translations.
379	uc1.32106006887498	00000119	West for California.	Thoreau, gas station and bar, Navajos leaning on the walls, West, pass on by, see you on the way back.	Top of The World, Real Indian Village, reptiles, moccasins, postcards 5¢, restrooms, free water.
380	uc1.32106006887498	00000079	An unfair question, surely but who of the people will not find it necessary to ask?	Salas, of the old city, points his finger toward the CITY off to the right, pointing to where there is a sacred place.	"""Right there,"" he says, a halting in his voice, ""right there,"" and a bulldozer rumbles over the horizon of the hill unto that place."
381	uc1.32106006887498	00000045	She is always a wonderful helpful person.	So Coyote asked, “Dya-ow Kahmaasquu, do you think you could help me descend this pinnacle?	You are always such a wonderful helpful person.”
382	uc1.32106006887498	00000055	Raho watching, watching.	Rainy and I watch sparrows out the window.	They grub in damp earth, looking for worms, beetles.
383	uc1.32106006887498	00000082	The way we went was this way.	"From Grants past our home in McCartys where my mother said, ""There's our home."	"Look."""
384	uc1.32106006887498	00000120	Where you going?	Gallup.	West.
385	uc1.32106006887498	00000042	(Which is the case here because Edward and Susan Magpie's kids are here all by themselves.	Ed and Su went someplace, maybe on vacation or to the big city-Relocation Welding School—and the kids are getting into all kinds of mischief.	I throw them apples once in a while, but they're sassy and onery, chattering and swearing and laughing all the time, acting big.
386	uc1.32106006887498	00000095	I liked to sleep late, nothing for a Pueblo Coyote to do there, too far from home, no sandstone cliffs to build dwellings upon.	We walked down to the Bay.	It scared me because it looked much deeper than it was, the water moving too slow.
387	uc1.32106006887498	00000123	We must be humble with them.	The green fields, a few, a very few, Interstate Highway 10 to Tucson, Sacaton, Bapchule, my home is right there off the road to Tucson, before the junction.	On the map, it is yellow and dry, very dry.
388	uc1.32106006887498	00000137	They showed 1920 cars and men working at laying track.	There used to be a watering stop for steam engines near the church and the American man who ran the pumps was named McCartys and that's why the village, Deedzihyama, I come from is called McCartys on the official state maps.	ELECTRIC LINES
389	uc1.32106006887498	00000094	There was a mountain towards Canada.	I looked at the horizon it was for a long time because I thought it looked like Kaweshtima at home and I had left a couple months back and was lonely for my son and wife.	We'd driven on narrow roads from Calais.
390	uc1.32106006887498	00000080	Sam refused the handout.	We asked questions and Jody turned on his tape recorder.	It was incongruous, of course.
391	uva.x000083545	00000066	Cricket replied, “I am king of all the insects.”	Again Lion said, “I'm king of all the beasts.	"My beasts respect me, and if one does not, I kill it."""
392	uva.x000083545	00000106	This river goes to Yreka, a mining camp on the south slope of the Siskiyous.	Then we were zigzagging down the grade, and I looked out toward Weed Town and the ninety-mile stretch of open country.	Nearing Weed, I saw the cottonwood grove below town.
393	uva.x000083545	00000107	I left my mother well provided with food and money.	We took the Oracle road, the route going the Cañada del Oro way, only we turned at Oracle Junction and came to Oracle Station.	From there I saw the mountain range beyond Hayden.
394	uva.x000083545	00000113	We kept doing this, for mother needed the practice.	In 1931, my brother-in-law Dolores got sick at the ranch near Tempe during Lent and died the same year during Holy Week.	He was brought to Pascua on Good Friday.
395	uva.x000083545	00000098	When the job came to the highway crossing, the camp was moved to Morrison.	In the same way the work carried to Morrison, where the camp was, the work train coming every day with the steam shovel and empty flatcar.	All the old steel was salvaged for junk, and the rails for secondhand grade.
396	uva.x000083545	00000073	The God of the white man was revealed by the missionary priests, who translated prayers into Yaqui.	I am happy that many Yaquis follow the Christian faith, so there is no return to the practices of the yoaniya, because we are no longer as susceptible to it.	Being with these Río Yaqui Yaquis, seeing their amulets and hearing their stories almost made me accept the yoaniya, but the influence of seataka was stronger.
397	uva.x000083545	00000067	His true name, as we knew him, was Rafael Muñoz.	The name Juan Pistola had been assigned to him at Durazo's slaughterhouse because his broken thumb was bent at the joint, making it look like he was holding a pistol.	The border incident and designation of Pistola as chief caused a controversy among Yaquis north and south.
398	uva.x000083545	00000065	He asked me to eat, and I had rabbit which was roasted on open, live coals.	These people were from Altez, a Papago village.	I joined them because we were neighbors at the camp.
399	uva.x000083545	00000059	You can sense the perfume from a long distance.	My father told me how the Indians knew God by this perfume.	Before the white man, the Yaquis saw God in this creation.
400	uva.x000083545	00000105	The train going east was due at Mistletoe at ten o'clock.	On February 15, I walked three miles to Ashland to get my pass and came back in time to pack my possessions.	A oneroom waiting shed was the train stop.
401	uva.x000083545	00000111	She had a recording of the sermon at her home.	The sermon was recorded from the actual Easter farewell sermon, the author being the Pascua Head Maestro, Ignacio Alvarez.	I would listen and write it, first in Yaqui, then English.
402	uva.x000083545	00000138	We would not know where we were going until we reached our destination, but I knew when we left Los Angeles that we were on the Santa Fe Railroad which goes straight through the state.	After San Bernardino, we crossed the Sierra Nevada.	Having traveled all night, we were in mid-state.
403	uva.x000083545	00000110	"I chose two passages for language illustration ""Vempo hiba nau molmolti noka” [They only together in low voices spoke), and “santo taewa keki cantelam venasi vete"" (burning like birthday cake candles)."	A few years after this language study, Dr. Spicer recommended me to Mrs. Painter.	She had previously asked for a description of the Deer Dance, so I brought it to this first interview with her in 1948.
404	uva.x000083545	00000058	Our father was not working Sundays, so he told us about the way he came to Arizona.	He crossed from Mexico at Douglas, going through Cochise County to Willcox on to Bowie and on to Safford, San Carlos, and Globe.	In our camp, we had a large tent to live in.
405	uva.x000083545	00000074	When she was older and married to Juan Pistola, she bore him a daughter who was eventually married to a gambler who was shot by a Negro at Jaynes.	Like Julio, Juan Pistola was illiterate; however, he was conscious of the need for education, so he sent us big boys to public school.	Shortly before this, I had applied for a job with my father's foreman and was hired, so I went to the section house.
406	uva.x000083545	00000060	Another story he told was of Peo, which means Pedro.	Peo was a big liar and deceiver all over the eight villages of the Río Yaqui.	One day a priest came riding a mule.
407	uva.x000083545	00000128	Fernando was with me, and I arranged with him to take her to the hospital.	It was late afternoon when the ambulance came and took her to Southern Methodist, where Miss Richey had made arrangements.	The next morning I went to see my mother.
408	uva.x000083545	00000100	They were always in heated argument.	Late one Sunday afternoon, when the foreman had gone to town, Calixto came running into my room, because they were fighting.	I ran to their house and found the little man had the big man cornered, wielding a mean knife at the big man's belly.
409	uva.x000083545	00000115	I had been sitting over the running disk and saw how it had happened, so my statement was this: “It could have been avoided if we had first stopped the motor, then wiped off the grease on the disk that caused the slipping friction wheel.”	After this severe blow, Joe continued on the job, directing work and always cheerful as before.	He only kept his arm in a sling for a short time.
410	uva.x000083545	00000101	This perspective I had also enjoyed in the Sacramento River canyon the year before when I arrived in the Mott section from Tucson.	My memories of Tucson, while I was in Mistletoe, were of the toasted evening horizon, the pink rose color dabbed on the Catalina cliffs.	All this went on until winter came, then Christmas season.
411	uva.x000083545	00000129	Just after the burial, Juan Gonzáles came.	This was Juan Se'elai, who had been married to my sister on the ranch near Tempe after the death of my brother-in-law Dolores.	He came to take her back to the ranch because he had promised for her kids' sake.
412	uva.x000083545	00000075	The Garcías were living at Pascua plaza, and fiestas were held at their place.	For this reason the site was selected, and Pascua Village was planned to bring all Yaquis together in one place suitable for ceremonies.	My mother chose a lot next to Ignacio Maestro, and my brother and I built her a typical Yaqui homestead.
413	uva.x000083545	00000063	Being back together with my two sisters, we worked where work was until war started to put us to work for the railroad.	When the war started, a work train was assembled to take laborers northwest on the Southern Pacific track to Jaynes, Rillito, Redrock, Picacho, Casa Grande, and Maricopa.	It was a commuter train, going out in the morning and coming back to Tucson in the evening with extra gang number ten, campo diez.
414	uva.x000083545	00000077	.	My uncle, Félix Esperanza, was also an assistant under the same foreman, but in the Tucson division.	In 1923, after we had worked in the Deming camp one year, we heard that the Río Yaqui Yaquis were being given transportation to the fiesta in Magdalena, so having the money, my brother went to the fiesta in October and brought the whole family back home.
415	uva.x000083545	00000117	Still much later, he became general foreman of all the maintenance-of-way camps.	In 1933 I was sent from Yuma to extra gang number one at Mohawk where Gailey was now foreman of the camp.	We came, not doing construction work, just raising track, putting new gravel and new ties, and tamping with air tie-tampers.
416	uva.x000083545	00000102	This child will be the joy of all our people too.	The rose cannot be forgotten, Joseph.	"We shall keep it forever in reality."""
417	uva.x000083545	00000116	Because of lack of knowledge, he was not doing it right.	Joe Cataleno climbed up to show the new man how to keep the cable in place.	While he held it in place, the cable whipped, and the bar hit Joe in the head, knocking him off the flatcar to the ground.
418	uva.x000083545	00000171	And it so happens that I'm paralyzed on my left side, but we could not coordinate.	Manuel was an old Tucsonan.	We talked about our times at Silver Lake Dam and El Ojito de Agua, and the days we spent going up the Santa Cruz River to El Mesquital Los Reales.
419	uva.x000083545	00000165	I did not know it, but it happened to me.	Seeing this, the boys took me home to Fernando's in a car.	I knew I had need of hospitalization, so I reported to the hospital.
420	uva.x000083545	00000164	At that time all Indians were called to participate in a presentation in the high school auditorium.	Mrs. Painter took us Yaquis with her.	She also took us to her home to have a party.
421	uva.x000083545	00000170	After the death and burial of my nephew, I remained with Fernando.	Then summer came, and I could not stay comfortable, so in June, I moved in with my niece Yzabel again.	The afternoon I arrived, notice came to us of the death of a distant relative.
422	uva.x000083545	00000206	However, the influence of his brother's advice is suggested in the painstaking work of translation from the Yaqui which he carried out in conjunction with the Maestro who delivered the original sermon.	Refugio worked long hours on not only the translation but also on interpretive notes, to which he gave his own characteristic literary flavor.	The work was published nearly thirty years after this brother's deathbed prophecy.
423	uva.x000083545	00000210	When they dressed, they roasted the meat and ate, and soon they were on their way home.	Pacisco was glad, and how much more glad he was to have his body again.	He was very much disappointed; he had tried to escape on several occasions, but he was always surrounded by all the beasts of the jungle which threatened to devour him, and the only manner of escape was to go back to Marita.
424	uva.x000083545	00000204	Culminating the intense ceremonial activities of Holy Week is a farewell sermon by the Maestro of the village.	In this case, the Maestro reviewed the role of the Fariseo soldiers and the masked Chapayekas, who, during the Holy Saturday ceremonies, make a ritual attack on the chapel but are finally overcome by the forces of good, who shower them with flowers and bring them to surrender before the altar.	The complete ceremony, which takes place from Ash Wednesday through the last week of Lent, is in many ways similar to a medieval mystery play, but with elements also of the morality play.
425	uva.x000083545	00000199	The Mexican government decreed that Yaquis could return safely to their eight pueblos on the Río Yaqui.	Shortly after Loreto Hiama's return to Sonora, Savala's mother set out by wagon and rail for her home village of Potam and was warmly welcomed by her uncle with a feast.	But it was only a visit; the Savala family was well settled in Pascua.
426	uva.x000083545	00000198	The unrest and persecution in their early adulthood had also disrupted their contact with traditional Yaqui life.	While they knew and told Refugio the myth of Seahamoot and some other stories little touched by Christianity, they knew little of the Yaqui version of Bible stories.	Hiama on the other hand was deeply involved in the Christian tradition that went with Yaqui ritual and conveyed these stories to his nephew, awakening a deep interest in Refugio that would later influence his writing of stories.
427	uva.x000083545	00000205	Well enough for baseball, he was able to return to his work, this time for the El Paso and Southwestern Railroad.	The 1925 Polvo branch project Savala worked on changed the route of the EPSW track heading out of Tucson from due east to south, then east again.	The track, originally laid in 1880, headed directly east toward El Paso, passing the later site of Davis Monthan Air Force Base.
428	uva.x000083545	00000163	Above all Divine help is my salvation forevermore, amen.	Besides Max's yard, I was also doing Mom Wilson's yard.	By this time she had become very sick and bed-ridden.
429	uva.x000083545	00000177	The occupation led most families to leave their native villages, because they would not accept domination by the Mexicans.	Some Yaquis became guerilla warriors in the Bacatete Mountains, while others sought refuge by blending in with the peon population on haciendas throughout Sonora.	Yaquis who were caught by federal troops were deported to the sugarcane fields of Oaxaca or the brutal henequen plantations of Yucatán.
430	uva.x000083545	00000161	A layer of cement was to go on top of the blocks, a job I did by dragging the molder along the top of the wall to make it oval.	Maxwell wanted the wall to be white, which I did with white Bondex, dabbing it all around the wall with a big lime brush.	When the wall was all Bondexed and white, we laid a floor in the ramada, and a barbeque pit was built of hewn stone.
431	uva.x000083545	00000149	My daily work was as a common laborer in section twenty-four of the Tucson section yard; however, I kept my appointments on the campus while working in the gang.	Dr. Spicer and Mrs. Painter were still working with me.	I read that the university was going to put on a radio program.*
432	uva.x000083545	00000150	Harry Behn, radio operator for the University of Arizona station, was announcing.	"He said, “This morning our guest is Ray... Ray..."" until he could say “Refugio."""	I was supposed to talk, and I hate to talk about myself, but at noon the program went on, and my script was my own story about duck hunting without a gun.
433	uva.x000083545	00000178	Drifting north, he spent a short period near Magdalena, then set out for the United States with his wife, Tomasa Flores, a native of Potam, another of the eight Yaqui pueblos, and their three children, Agustín, Agustina, and Encarnación, Martin's son by a previous marriage (Spicer 1936: fieldnotes).	In Arizona, Martín Savala, like many Yaqui refugees before him, found work with the railroad, laboring as a section hand between Nogales and Benson.	Like so many of their fellow refugees, the Savalas had a deep hatred for the Mexican government, and, as unofficial immigrants into the United States, an enduring fear of deportation back to persecution in Mexico.
434	uva.x000083545	00000192	Since no elections were held to place Pistola in his leadership position, many Yaquis refused him allegiance or support, causing dissention within the community in Tucson, particularly on the issue of aid to Yaquis in Sonora.	"The friction was intensified when, in the spring of 1919, a youth from Mesquital Village was killed during a fiesta at which a rather loosely organized and unofficial ""police” force formed by Pistola was in charge of keeping order."	Pistola was exonerated in court of any responsibility for the killing, but he lost his following in the southern Tucson communities.
435	uva.x000083545	00000145	My relief would come at noon, and we would go to the base for the rest of the day.	The guard squadron had permanent KP duty, day and night.	Off duty, we could get a pass and go to town evenings.
436	uva.x000083545	00000147	I took a taxi and came home, where I changed into civilian clothes sent from the reception center but kept the GI shoes.	The reception was food and Yaqui music, my uncle playing violin with a Mayo harpist.	My cousin took me around to see our friends in his car.
437	uva.x000083545	00000153	The color Mom chose was emerald green.	It was a good color for a Pascola ramada, the carport being on the sunrise side.	Mrs. Wilson got very sick with cancer.
438	uva.x000083545	00000184	Yaquis, Mexicans, and Papago Indians settled together in this small area.	Barrio Anita and a ranch called Tierras Flojas were Yaqui settlements north of the city.	The other communities Refugio mentions – Mesquital and Mesquitalitono longer exist.
439	uva.x000083545	00000191	Late in 1917, a band of eleven men set out with arms for Sonora, believing that the fighting going on there was an uprising of the Yaqui people against the Mexican government.	They were stopped by a detachment of U.S. Cavalry from Fort Huachuca and brought back to Tucson to face charges of violating the neutrality of the United States by attempting to carry arms into Mexico.	This incident caused much agitation and concern among Tucson Yaquis and a man named Juan Pistola (Juan Muñoz) acted as their spokesman several times during the trial in February of 1918.
440	uva.x000083545	00000152	When I had the ground cleared where the chicken house had been, I started digging the trenches to pour the foundation in.	I had enough house building experience, and on this Mom Wilson depen led.	On my own plan, I squared up the corners for a rectangular wall.
441	uva.x000083545	00000146	I was entirely on my own on the trip but in familiar territory from the start.	We rode all that night and the next day until we reached Klamath Falls at ten o'clock.	From here I knew which would be the next town.
442	uva.x000083545	00000208	A young Indian cowboy went far into the Mayo Indian country where he, as it is always the case, was in love with a fair Indian maiden.	Her name was Marita, which means Mary in Mayo; the young man was a Yaqui Indian; therefore his name was Pacisco, which means Frank in Yaqui.	This man did not know the Mayos very well, but he loved Marita just the same.
443	uva.x000083545	00000142	When we returned from the rifle range, we four were on the list to move, not knowing where, only that the move was sure.	The evening of December 27, we boarded a train at Fresno, going north to the Tracy line.	We came to the Oakland piers at night and from there went on to Martinez and across the bay to Benicia.
444	uva.x000083545	00000181	In a desert valley surrounded by four ranges of mountains, the city had been an Indian village before the Coronado expedition and had served as a Spanish presidio before the United States annexation of the Gadsden Purchase in 1853.	On March 20, 1880, the Southern Pacific Railroad connected Tucson to the rest of the nation, beginning an era of rapid growth (Arizona Daily Star 1975: 23).	With the hardships of desert travel eased by the railroad, businesses flourished and population increased rapidly, drawn by a healthful climate and a prosperous economy.
445	uva.x000083545	00000195	"Anglo hopes that the village would become the center of a “Yaqui Nation"" in Arizona were not realized."	Those families already established in the South Tucson villages of Libre and Mesquital did not respond to the plan, and the breach between Pistola's followers and opponents widened.	However, the village did draw many Yaquis, some of whom were already squatting on the site, and before Pistola's death in 1922, it had become a wellestablished ceremonial center.
446	uva.x000083545	00000194	When Refugio returned from working with the Río Yaqui hands on the railroad just east of Yuma, his original sympathy with Juan Pistola's endeavors led to a direct relationship with the leader, who was living with the Savala family at the time.	Pistola was a Mayo Indian from Sonora just south of the Río Yaqui area.	Having worked in mines in Sonora, he had drifted into the United States around 1900.
447	uva.x000083545	00000180	The New Mexico and Arizona, the Twin Buttes Railroad, the El Paso and Southwestern, and the Tucson-Nogales railroads also employed Yaqui refugees (Myrick 1975: 269).	However, all of these lines were eventually absorbed by the Southern Pacific.	Refugio's father was an extra gang section hand, so he and his family lived in rail cars, moving from area to area as construction and maintenance of the line required.
448	uva.x000083545	00000157	But this time I would not be returning.	The passenger train that went on the Phoenix line from Wellton came to Ligurta.	To get the passenger train that went on the Phoenix line, we rode first on the truck to Wellton.
449	uva.x000083545	00000143	One porter said we would be in Portland by morning, and it happened that we arrived there and went into the waiting room.	We had traveled the Cascade route, thereby missing the Siskiyou route.	The divide started at Black Buttes below Shasta City.
450	uva.x000083545	00000169	I was just Ray before that.	The sisters in this Catholic institution all spoke Spanish.	I had opportunity to learn Kasteyano, Castillian Spanish.
451	uva.x000083545	00000141	We were no longer called non-coms.	We passed our first night at Hammer Field.	We had to take our mess gear to eat breakfast from, and after eating we had to wash it clean to pass inspection.
452	uva.x000083545	00000196	The article in the June 29, 1941, Arizona Daily Star was actually headlined, “Yaqui Poet Produces Belles Lettres Here.”	The following is an excerpt from that lengthy article by Bernice Cosulich, reporter and Tucson historian: Refugio Savala is a Yaqui of Pascua village and a section hand on the Southern Pacific Railroad system.	For all his aristocratic manner and cultivated speech, one would not suspect that this quiet man of 38 years is a literary giant among his tribesmen.
453	uva.x000083545	00000183	Until the water table began to recede, the area just southwest of the city had provided water for both practical and leisure use.	The Silver Lake region was the location of two major recreational centers until floods in the Santa Cruz river washed away dams in 1900.	Even after the disastrous flood which engulfed the Elysian Groves amusement center and Warner's Bath Houses, a dam created a lake for picnicking and swimming where the tall cottonwood trees shaded West Silver Lake Road (later West 29th Street), which Refugio calls El Callejón.
454	uva.x000083545	00000197	"“He could have been a maestro,"" they say of him, remembering his neglect of Yaqui ceremonial dances and rituals in which he might have been their leader and teacher."	“He is a wanderer,” they add, recalling his travels with section gangs throughout the Southwest and out of work.	They, no more than Walt Whitman's family when the author first finished Leaves of Grass, would think it worthwhile reading Refugio's manuscripts....
455	uva.x000083545	00000140	Only other MPs saw us new MPs leave Wichita Falls.	The first city we arrived at was Amarillo.	There was a curfew in this city for soldiers, but the MPs seeking out latestayers did not bother us when we told them we were from the train.
456	uva.x000083545	00000154	After I had the yard all in shape, I wondered what would come next.	I had kept in touch with the SP shop foreman for possible jobs, and I was assigned to a bridge gang at Ligurta in the Yuma district.	I took the regular evening passenger train number forty-three.
457	uva.x000083545	00000168	The instructors in corrective therapy were both rough.	The social worker I knew at the hospital was Anita Stark, a Spanish lady, a Chilean.	This lady told me that I would go to a nursing home.
458	uva.x000083545	00000084	We had Ochoa Maestro in camp, a Head Maestro.	The Yuma group sen Señor (Christ figure carried by ceremonial participants] to u for limohna (contributions).	The uhbuani (request] was joyfull accepted in camp.
459	uva.x000083545	00000133	These same words were my mother's to my father long ago.	On Sunday evening I went to my niece's tent while her husband was having supper and told them about what was done in Guadalupe and Higley and all about how I went to be with Agustina and her family.	Making my talk brief, I went in to get in bed.
460	uva.x000083545	00000127	This time we shipped to Mescal west of Benson.	We worked this district January through February, then moved to Red Rock, where we had worked on the Silverbell branch.	The boss had the same old crews together again.
461	uva.x000083545	00000132	"She told me insistently, “So I am taking you on my trip back."""	By this time she and her family were at a ranch near Chandler.	My sister Eloisa, who lived with them, had an expensive dress at my home that she had left when she went to the Salt River Valley in 1931.
462	uva.x000083545	00000091	We were in Sacaton in September.	One evening as I was getting in bed, my friend Juan Martínez came to me, telling me Fernando had been murdered.	I asked my buddy to take me to Tucson right away; we left that evening to arrive at my home at three o'clock dawn.
463	uva.x000083545	00000078	During one of these sweating periods, I became the prey of a moreakame [bad witch), and he got me.	(This Yoeme (Yaqui Indian) had a pretty wife and was jealous because she served dinner for me and was with me while I ate.)	I fell too deeply asleep.
464	uva.x000083545	00000093	Our train was to leave at ten.	We were on the Cascade and Shasta division, the branch-off being at Suisun where the Sacramento River comes into the bay.	The next town as we went due north was Marysville.
465	uva.x000083545	00000087	This kept on until after New Year's of 1926.	My brother Encarnación did not work with us at Polvo because he had been sick and was gradually getting worse.	He was in bed at home, and his wife was taking care of him to the best of her ability.
466	uva.x000083545	00000124	She was a devout Christmas celebrant with her songs and prayers.	"I sang “Gloria in Excelsis"" in Latin, and returned to my father."	After a week, during the night before he was to die, my father was talking.
467	uva.x000083545	00000130	The next day people in the camp investigated to see who was taken.	This was similar to incidents in Dunsmuir jail and Mistletoe.	I was glad to see the three came out to be insignificant.
